Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
LAKE MARTIN COMMUNITY HOSPITAL,010052,AL,READM-30-HF-HRRP,Not Available,,0.9901,21.3273,21.5411,Too Few to Report,07/01/2013,06/30/2016
LAKE MARTIN COMMUNITY HOSPITAL,010052,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
LAKE MARTIN COMMUNITY HOSPITAL,010052,AL,READM-30-PN-HRRP,134,,1.0277,16.7658,16.3146,24,07/01/2013,06/30/2016
FLOWERS HOSPITAL,010055,AL,READM-30-AMI-HRRP,321,,1.0383,14.8376,14.2910,50,07/01/2013,06/30/2016
FLOWERS HOSPITAL,010055,AL,READM-30-CABG-HRRP,121,,0.8943,11.6940,13.0764,11,07/01/2013,06/30/2016
FLOWERS HOSPITAL,010055,AL,READM-30-COPD-HRRP,385,,0.9021,16.7028,18.5163,57,07/01/2013,06/30/2016
FLOWERS HOSPITAL,010055,AL,READM-30-HF-HRRP,530,,0.9232,19.0152,20.5981,96,07/01/2013,06/30/2016
FLOWERS HOSPITAL,010055,AL,READM-30-HIP-KNEE-HRRP,506,,1.1686,4.9581,4.2428,28,07/01/2013,06/30/2016
FLOWERS HOSPITAL,010055,AL,READM-30-PN-HRRP,566,,0.8940,13.9915,15.6504,73,07/01/2013,06/30/2016
ST VINCENT'S BIRMINGHAM,010056,AL,READM-30-AMI-HRRP,258,,1.0259,15.6454,15.2511,42,07/01/2013,06/30/2016
ST VINCENT'S BIRMINGHAM,010056,AL,READM-30-CABG-HRRP,112,,1.3024,17.1418,13.1621,27,07/01/2013,06/30/2016
ST VINCENT'S BIRMINGHAM,010056,AL,READM-30-COPD-HRRP,416,,0.9940,20.0587,20.1800,83,07/01/2013,06/30/2016
ST VINCENT'S BIRMINGHAM,010056,AL,READM-30-HF-HRRP,482,,0.9777,19.5747,20.0215,93,07/01/2013,06/30/2016
ST VINCENT'S BIRMINGHAM,010056,AL,READM-30-HIP-KNEE-HRRP,1582,,0.9308,3.6236,3.8930,56,07/01/2013,06/30/2016
ST VINCENT'S BIRMINGHAM,010056,AL,READM-30-PN-HRRP,747,,0.9498,14.9776,15.7687,109,07/01/2013,06/30/2016
BIBB MEDICAL CENTER,010058,AL,READM-30-AMI-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BIBB MEDICAL CENTER,010058,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BIBB MEDICAL CENTER,010058,AL,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BIBB MEDICAL CENTER,010058,AL,READM-30-HF-HRRP,Not Available,,0.9547,19.1294,20.0362,Too Few to Report,07/01/2013,06/30/2016
BIBB MEDICAL CENTER,010058,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BIBB MEDICAL CENTER,010058,AL,READM-30-PN-HRRP,85,,0.9829,14.0536,14.2987,11,07/01/2013,06/30/2016
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-COPD-HRRP,73,,0.9656,19.9572,20.6679,12,07/01/2013,06/30/2016
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HF-HRRP,Not Available,,0.9674,21.5234,22.2493,Too Few to Report,07/01/2013,06/30/2016
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-PN-HRRP,145,,0.9401,16.9223,18.0014,21,07/01/2013,06/30/2016
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-COPD-HRRP,334,,0.9872,17.9395,18.1713,59,07/01/2013,06/30/2016
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HF-HRRP,169,,0.9875,20.5680,20.8276,34,07/01/2013,06/30/2016
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HIP-KNEE-HRRP,Not Available,,0.9918,4.3964,4.4329,Too Few to Report,07/01/2013,06/30/2016
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-PN-HRRP,317,,0.9724,15.6381,16.0815,48,07/01/2013,06/30/2016
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-COPD-HRRP,151,,1.0017,17.1419,17.1135,26,07/01/2013,06/30/2016
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HF-HRRP,86,,0.9448,19.0515,20.1654,13,07/01/2013,06/30/2016
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-PN-HRRP,161,,1.0157,14.9949,14.7627,25,07/01/2013,06/30/2016
RUSSELL HOSPITAL,010065,AL,READM-30-AMI-HRRP,Not Available,,0.9619,13.5584,14.0952,Too Few to Report,07/01/2013,06/30/2016
RUSSELL HOSPITAL,010065,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
RUSSELL HOSPITAL,010065,AL,READM-30-COPD-HRRP,215,,0.8989,17.4751,19.4402,30,07/01/2013,06/30/2016
RUSSELL HOSPITAL,010065,AL,READM-30-HF-HRRP,276,,1.0051,21.6268,21.5172,60,07/01/2013,06/30/2016
RUSSELL HOSPITAL,010065,AL,READM-30-HIP-KNEE-HRRP,113,,1.6307,7.6696,4.7032,18,07/01/2013,06/30/2016
RUSSELL HOSPITAL,010065,AL,READM-30-PN-HRRP,392,,1.0858,17.6848,16.2870,74,07/01/2013,06/30/2016
MEDICAL CENTER BARBOUR,010069,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MEDICAL CENTER BARBOUR,010069,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MEDICAL CENTER BARBOUR,010069,AL,READM-30-COPD-HRRP,86,,1.0517,19.0658,18.1286,20,07/01/2013,06/30/2016
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HF-HRRP,79,,0.9308,19.3959,20.8378,11,07/01/2013,06/30/2016
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MEDICAL CENTER BARBOUR,010069,AL,READM-30-PN-HRRP,Not Available,,0.9346,13.2639,14.1917,Too Few to Report,07/01/2013,06/30/2016
CLAY COUNTY HOSPITAL,010073,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CLAY COUNTY HOSPITAL,010073,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CLAY COUNTY HOSPITAL,010073,AL,READM-30-COPD-HRRP,84,,1.0175,18.7506,18.4275,17,07/01/2013,06/30/2016
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HF-HRRP,Not Available,,0.8897,17.1942,19.3257,Too Few to Report,07/01/2013,06/30/2016
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CLAY COUNTY HOSPITAL,010073,AL,READM-30-PN-HRRP,103,,0.9853,14.3812,14.5958,14,07/01/2013,06/30/2016
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-AMI-HRRP,383,,1.0282,17.2779,16.8038,68,07/01/2013,06/30/2016
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-CABG-HRRP,110,,1.0895,15.8770,14.5731,20,07/01/2013,06/30/2016
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-COPD-HRRP,496,,0.9232,16.8670,18.2706,78,07/01/2013,06/30/2016
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HF-HRRP,669,,0.9243,20.3002,21.9633,131,07/01/2013,06/30/2016
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HIP-KNEE-HRRP,404,,1.4044,6.0826,4.3310,31,07/01/2013,06/30/2016
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-PN-HRRP,544,,0.9653,16.7331,17.3344,89,07/01/2013,06/30/2016
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-COPD-HRRP,324,,1.0680,19.5150,18.2730,68,07/01/2013,06/30/2016
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HF-HRRP,220,,1.0317,20.9595,20.3161,48,07/01/2013,06/30/2016
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HIP-KNEE-HRRP,Not Available,,1.0204,4.2574,4.1723,Too Few to Report,07/01/2013,06/30/2016
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-PN-HRRP,321,,1.0616,17.0122,16.0256,58,07/01/2013,06/30/2016
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-AMI-HRRP,Not Available,,0.9753,13.6022,13.9465,Too Few to Report,07/01/2013,06/30/2016
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-COPD-HRRP,296,,0.8822,16.8847,19.1398,41,07/01/2013,06/30/2016
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HF-HRRP,382,,0.9738,20.5783,21.1326,77,07/01/2013,06/30/2016
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HIP-KNEE-HRRP,184,,1.1927,5.7795,4.8457,14,07/01/2013,06/30/2016
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-PN-HRRP,338,,1.0245,16.7506,16.3496,58,07/01/2013,06/30/2016
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-AMI-HRRP,62,,1.0334,19.0188,18.4036,14,07/01/2013,06/30/2016
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-COPD-HRRP,581,,1.0150,19.2629,18.9774,113,07/01/2013,06/30/2016
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-HF-HRRP,703,,0.9881,21.5848,21.8455,151,07/01/2013,06/30/2016
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-HIP-KNEE-HRRP,455,,1.1706,4.8485,4.1419,25,07/01/2013,06/30/2016
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-PN-HRRP,764,,1.0235,17.2336,16.8374,133,07/01/2013,06/30/2016
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-COPD-HRRP,155,,1.0101,18.2514,18.0697,29,07/01/2013,06/30/2016
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HF-HRRP,90,,0.9558,19.6912,20.6015,15,07/01/2013,06/30/2016
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-PN-HRRP,231,,0.9212,14.9762,16.2572,30,07/01/2013,06/30/2016
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-CABG-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BAPTIST MEDICAL CENTER EAST,010149,AL,READM-30-PN-HRRP,328,,0.9996,16.4710,16.4782,54,07/01/2013,06/30/2016
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-COPD-HRRP,Not Available,,1.0467,21.5794,20.6164,Too Few to Report,07/01/2013,06/30/2016
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-HF-HRRP,Not Available,,1.0056,17.5770,17.4793,Too Few to Report,07/01/2013,06/30/2016
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-PN-HRRP,Not Available,,1.0289,17.4518,16.9619,Too Few to Report,07/01/2013,06/30/2016
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-AMI-HRRP,47,,1.0779,19.2379,17.8480,14,07/01/2013,06/30/2016
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-COPD-HRRP,404,,1.0683,22.0381,20.6285,94,07/01/2013,06/30/2016
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HF-HRRP,201,,1.0421,22.6110,21.6977,48,07/01/2013,06/30/2016
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HIP-KNEE-HRRP,Not Available,,0.8980,4.5540,5.0711,Too Few to Report,07/01/2013,06/30/2016
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-PN-HRRP,381,,0.9458,16.0526,16.9725,58,07/01/2013,06/30/2016
PROVIDENCE HOSPITAL,010090,AL,READM-30-AMI-HRRP,257,,1.1450,16.8495,14.7161,52,07/01/2013,06/30/2016
PROVIDENCE HOSPITAL,010090,AL,READM-30-CABG-HRRP,142,,1.0301,12.7910,12.4175,19,07/01/2013,06/30/2016
PROVIDENCE HOSPITAL,010090,AL,READM-30-COPD-HRRP,430,,1.0045,18.0660,17.9858,78,07/01/2013,06/30/2016
PROVIDENCE HOSPITAL,010090,AL,READM-30-HF-HRRP,630,,0.9673,19.6823,20.3478,122,07/01/2013,06/30/2016
PROVIDENCE HOSPITAL,010090,AL,READM-30-HIP-KNEE-HRRP,500,,0.9619,4.1451,4.3094,20,07/01/2013,06/30/2016
PROVIDENCE HOSPITAL,010090,AL,READM-30-PN-HRRP,638,,1.1723,18.7868,16.0261,129,07/01/2013,06/30/2016
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-COPD-HRRP,63,,1.0209,15.2343,14.9227,11,07/01/2013,06/30/2016
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HF-HRRP,Not Available,,0.9831,18.1711,18.4827,Too Few to Report,07/01/2013,06/30/2016
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-PN-HRRP,Not Available,,0.9467,13.0574,13.7927,Too Few to Report,07/01/2013,06/30/2016
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-AMI-HRRP,509,,1.0353,16.0625,15.5153,84,07/01/2013,06/30/2016
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-CABG-HRRP,167,,1.0644,13.9036,13.0625,25,07/01/2013,06/30/2016
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-COPD-HRRP,1254,,0.9690,20.1227,20.7673,250,07/01/2013,06/30/2016
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-HF-HRRP,1200,,1.0866,24.0661,22.1485,294,07/01/2013,06/30/2016
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-HIP-KNEE-HRRP,813,,1.1982,4.9961,4.1696,44,07/01/2013,06/30/2016
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-PN-HRRP,1559,,1.1098,19.3659,17.4503,308,07/01/2013,06/30/2016
HALE COUNTY HOSPITAL,010095,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HALE COUNTY HOSPITAL,010095,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HALE COUNTY HOSPITAL,010095,AL,READM-30-COPD-HRRP,Not Available,,0.9490,18.0743,19.0448,Too Few to Report,07/01/2013,06/30/2016
HALE COUNTY HOSPITAL,010095,AL,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HALE COUNTY HOSPITAL,010095,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HALE COUNTY HOSPITAL,010095,AL,READM-30-PN-HRRP,Not Available,,0.9931,15.2494,15.3559,Too Few to Report,07/01/2013,06/30/2016
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-AMI-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-COPD-HRRP,Not Available,,0.9925,16.0036,16.1253,Too Few to Report,07/01/2013,06/30/2016
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HF-HRRP,Not Available,,1.0043,18.8903,18.8086,Too Few to Report,07/01/2013,06/30/2016
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-PN-HRRP,Not Available,,0.9868,15.0627,15.2641,Too Few to Report,07/01/2013,06/30/2016
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-COPD-HRRP,87,,1.0923,17.0912,15.6470,21,07/01/2013,06/30/2016
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HF-HRRP,97,,0.9200,16.3042,17.7220,11,07/01/2013,06/30/2016
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-PN-HRRP,192,,0.9616,13.0839,13.6063,23,07/01/2013,06/30/2016
THOMAS HOSPITAL,010100,AL,READM-30-AMI-HRRP,207,,0.9797,13.1751,13.4485,26,07/01/2013,06/30/2016
THOMAS HOSPITAL,010100,AL,READM-30-CABG-HRRP,203,,1.0327,12.8520,12.4449,27,07/01/2013,06/30/2016
THOMAS HOSPITAL,010100,AL,READM-30-COPD-HRRP,163,,0.8994,17.5862,19.5539,21,07/01/2013,06/30/2016
THOMAS HOSPITAL,010100,AL,READM-30-HF-HRRP,351,,1.0252,21.2212,20.6999,76,07/01/2013,06/30/2016
THOMAS HOSPITAL,010100,AL,READM-30-HIP-KNEE-HRRP,599,,1.1061,4.6931,4.2428,30,07/01/2013,06/30/2016
THOMAS HOSPITAL,010100,AL,READM-30-PN-HRRP,401,,1.0448,17.0839,16.3508,71,07/01/2013,06/30/2016
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-COPD-HRRP,127,,0.9603,16.3943,17.0715,18,07/01/2013,06/30/2016
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HF-HRRP,102,,1.0334,20.5901,19.9238,23,07/01/2013,06/30/2016
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-PN-HRRP,104,,0.9746,14.8460,15.2331,14,07/01/2013,06/30/2016
J PAUL JONES HOSPITAL,010102,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
J PAUL JONES HOSPITAL,010102,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
J PAUL JONES HOSPITAL,010102,AL,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
J PAUL JONES HOSPITAL,010102,AL,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
J PAUL JONES HOSPITAL,010102,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
J PAUL JONES HOSPITAL,010102,AL,READM-30-PN-HRRP,Not Available,,0.9369,13.9553,14.8958,Too Few to Report,07/01/2013,06/30/2016
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-AMI-HRRP,255,,1.0863,15.9650,14.6961,46,07/01/2013,06/30/2016
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-CABG-HRRP,188,,1.1219,14.7267,13.1267,31,07/01/2013,06/30/2016
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-COPD-HRRP,285,,0.9397,18.7825,19.9884,49,07/01/2013,06/30/2016
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HF-HRRP,437,,1.0927,23.6790,21.6699,109,07/01/2013,06/30/2016
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HIP-KNEE-HRRP,294,,1.0143,4.6708,4.6052,14,07/01/2013,06/30/2016
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-PN-HRRP,368,,0.8813,15.8228,17.9544,51,07/01/2013,06/30/2016
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-AMI-HRRP,217,,0.9796,15.8254,16.1558,33,07/01/2013,06/30/2016
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-CABG-HRRP,Not Available,,1.0194,13.4118,13.1563,Too Few to Report,07/01/2013,06/30/2016
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-COPD-HRRP,192,,1.1517,21.6889,18.8315,52,07/01/2013,06/30/2016
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HF-HRRP,367,,0.9425,19.7718,20.9783,69,07/01/2013,06/30/2016
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HIP-KNEE-HRRP,584,,1.0987,4.6637,4.2449,29,07/01/2013,06/30/2016
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-PN-HRRP,282,,1.0325,17.4349,16.8858,51,07/01/2013,06/30/2016
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-AMI-HRRP,Not Available,,0.9807,17.6770,18.0252,Too Few to Report,07/01/2013,06/30/2016
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-COPD-HRRP,245,,0.9570,17.6084,18.3993,40,07/01/2013,06/30/2016
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HF-HRRP,191,,0.9524,19.8660,20.8581,35,07/01/2013,06/30/2016
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-PN-HRRP,248,,1.0110,16.6848,16.5032,42,07/01/2013,06/30/2016
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-COPD-HRRP,Not Available,,0.9975,17.0360,17.0792,Too Few to Report,07/01/2013,06/30/2016
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-HF-HRRP,Not Available,,0.9342,16.8383,18.0239,Too Few to Report,07/01/2013,06/30/2016
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
